Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
2,52,Yes,9,8,28
8,90,No,7,5,87
5,86,Yes,7,9,73
7,85,No,6,7,76
3,61,Yes,6,3,41
8,68,No,8,8,64
9,53,No,5,1,48
5,91,Yes,9,5,78
1,83,No,7,0,54
8,56,No,7,6,47
6,83,No,4,4,72
4,65,No,5,8,49
9,43,No,7,4,40
3,43,Yes,6,6,25
3,57,Yes,7,4,35
6,98,Yes,6,0,84
9,45,Yes,7,4,43
6,63,Yes,9,6,55
2,96,Yes,7,8,77
6,84,No,6,6,75
5,92,Yes,7,8,77
7,43,Yes,4,3,31
5,68,No,9,6,57
2,88,Yes,6,6,65
2,51,No,7,7,28
1,84,Yes,5,0,56
8,95,Yes,6,3,88
7,89,Yes,4,5,79
7,96,Yes,6,1,87
4,98,Yes,8,4,80
2,55,No,4,0,32
2,56,No,5,8,33
4,81,No,7,0,61
2,51,No,6,9,27
8,59,Yes,4,7,54
3,60,Yes,8,4,43
7,49,Yes,7,3,38
8,75,Yes,5,2,67
5,63,Yes,8,0,49
2,98,No,9,6,78
8,86,No,4,0,78
8,93,No,9,0,85
3,56,Yes,7,6,34
8,40,No,7,3,33
1,74,Yes,8,0,50
7,46,Yes,9,0,39
7,45,Yes,7,5,36
4,97,No,4,3,77
8,84,No,5,8,78
3,80,No,7,6,59
1,75,Yes,8,2,53
4,80,No,9,0,65
8,61,No,8,9,56
9,71,Yes,8,4,68
9,63,Yes,7,0,58
6,44,No,7,4,33
9,61,No,9,9,59
2,49,No,6,5,25
2,78,No,7,4,54
4,64,No,9,1,47
1,73,No,8,7,46
6,80,Yes,4,7,67
8,65,No,8,3,61
7,82,Yes,4,3,72
7,78,Yes,6,8,70
6,53,No,9,2,39
7,64,Yes,9,1,57
1,75,No,6,0,50
6,69,No,9,5,55
1,56,No,8,1,26
7,75,Yes,5,1,64
5,97,No,8,0,82
5,49,Yes,4,5,36
9,46,No,7,3,41
4,42,No,4,3,20
3,99,Yes,7,3,73
4,87,Yes,9,5,72
8,75,No,7,6,69
3,90,No,5,9,69
3,47,Yes,4,5,28
6,71,Yes,9,3,64
3,54,Yes,7,6,32
9,56,Yes,5,9,56
7,74,Yes,5,2,64
7,51,Yes,6,8,45
3,60,Yes,8,1,37
8,63,Yes,4,8,59
9,61,Yes,5,6,59
8,49,Yes,9,6,42
8,74,Yes,8,1,65
2,90,No,8,1,64
7,98,No,6,1,88
9,75,Yes,4,1,67
8,57,Yes,8,5,52
3,64,No,5,3,45
6,50,Yes,6,1,43
5,60,Yes,4,0,46
2,97,Yes,7,9,76
9,91,No,4,9,93
4,80,Yes,8,9,63
6,90,Yes,9,7,84
1,45,No,6,0,18
1,69,Yes,8,6,48
2,65,No,6,1,43
2,83,Yes,4,3,57
4,54,Yes,7,0,37
5,55,Yes,7,0,42
6,95,No,8,7,84
3,97,No,7,1,78
9,51,Yes,6,9,49
4,46,Yes,4,5,28
4,98,Yes,4,3,78
2,86,No,5,9,65
7,68,Yes,4,9,60
3,72,No,6,5,52
4,99,No,6,6,82
9,78,Yes,6,0,73
3,97,Yes,9,0,79
2,97,No,7,6,75
3,99,Yes,7,8,77
4,80,No,5,5,63
5,42,Yes,5,1,27
8,43,Yes,7,0,36
9,63,No,8,2,59
6,78,Yes,7,3,68
6,41,No,8,8,31
6,47,Yes,8,4,37
4,51,No,5,7,35
1,44,No,8,7,21
7,61,Yes,6,8,54
5,89,No,8,0,76
4,62,No,8,4,44
7,80,No,8,4,75
3,80,Yes,7,4,61
9,43,Yes,6,6,40
5,75,No,8,5,61
9,43,No,6,5,41
5,42,Yes,5,5,27
7,42,No,7,9,36
3,80,No,5,9,60
4,40,No,9,3,27
4,61,No,9,0,43
9,43,Yes,8,6,41
3,57,No,8,1,38
9,88,Yes,6,2,83
3,76,Yes,5,9,56
7,61,Yes,4,7,55
5,60,No,8,0,46
9,98,Yes,4,8,95
9,95,Yes,5,9,95
2,94,Yes,6,8,72
5,83,No,4,3,68
6,79,No,7,2,64
2,97,Yes,5,9,77
9,97,No,9,7,97
6,90,Yes,4,7,74
5,54,No,8,6,37
5,80,No,5,3,63
3,55,Yes,4,7,36
4,53,No,5,0,32
1,97,Yes,4,1,70
6,59,No,9,0,49
2,61,Yes,7,6,40
4,49,Yes,4,0,32
6,62,Yes,4,8,48
7,98,No,8,5,91
3,97,Yes,4,2,77
7,58,No,5,5,49
3,94,No,5,6,75
5,75,No,4,1,59
6,43,No,8,6,29
9,88,Yes,7,6,86
6,46,Yes,7,3,35
9,53,No,9,7,56
2,88,Yes,8,5,67
1,55,No,6,2,28
2,43,Yes,7,8,26
9,63,No,4,5,61
6,44,Yes,5,1,29
1,64,No,5,9,38
1,88,No,6,8,63
7,67,No,8,0,56
1,60,No,5,2,37
8,58,Yes,5,3,54
3,48,No,7,1,26
5,87,Yes,4,3,73
6,63,No,7,4,51
3,67,Yes,5,6,49
1,81,No,5,2,58
2,65,No,7,2,43
6,69,No,4,5,57
1,89,No,4,7,65
7,43,Yes,8,6,38
1,75,Yes,8,0,52
4,51,Yes,8,9,37
2,91,Yes,8,8,70
2,97,Yes,8,6,76
5,80,Yes,7,1,67
4,49,No,5,0,30
8,84,No,7,7,78
5,59,Yes,6,2,44
5,65,No,4,4,49
2,48,Yes,5,6,22
8,72,Yes,7,8,66
7,65,Yes,5,0,55
5,54,No,5,9,41
8,70,No,8,3,64
5,83,No,6,7,71
5,70,No,6,3,54
3,66,No,7,8,45
1,85,Yes,8,5,62
4,95,No,9,8,79
1,96,No,8,7,72
3,89,Yes,5,4,69
8,88,Yes,5,8,84
7,92,No,9,9,84
6,77,Yes,8,9,67
5,84,Yes,5,9,71
9,69,Yes,8,4,64
3,79,No,6,1,56
7,97,No,9,9,91
2,52,No,4,4,28
7,86,No,9,8,78
1,61,Yes,9,3,38
9,60,Yes,9,3,60
4,98,Yes,4,1,79
3,99,No,9,9,81
9,70,Yes,8,2,69
7,94,No,7,0,85
1,96,No,6,9,73
8,81,Yes,9,3,77
8,57,Yes,4,7,51
5,68,No,5,9,56
6,53,Yes,9,2,43
6,90,Yes,4,7,80
9,92,No,9,6,93
4,80,No,9,0,63
2,42,Yes,6,8,15
3,96,No,8,7,75
7,58,Yes,9,2,51
4,83,Yes,7,7,67
2,65,Yes,4,0,44
7,45,No,4,4,31
3,84,Yes,7,6,67
1,41,No,4,3,15
4,81,No,8,1,66
8,47,Yes,6,2,42
6,97,Yes,8,6,88
2,52,No,6,1,31
4,68,No,7,3,49
7,43,No,9,6,40
1,47,No,9,2,22
6,57,No,9,3,49
2,92,Yes,6,8,73
8,46,Yes,6,3,41
7,93,No,6,8,84
1,80,No,4,0,55
7,48,Yes,6,1,38
5,78,Yes,8,2,62
6,57,Yes,4,8,47
8,69,Yes,4,5,61
1,87,Yes,9,9,65
4,84,Yes,6,4,67
3,88,No,4,1,71
1,83,No,7,2,58
9,84,No,8,7,81
5,89,Yes,8,6,76
3,98,No,6,5,80
9,47,Yes,7,1,44
9,74,Yes,7,6,73
1,99,No,9,9,79
2,49,No,7,4,25
2,95,No,4,1,75
3,92,No,5,0,72
3,51,Yes,7,8,31
4,41,No,7,4,24
8,91,No,9,8,88
2,83,No,7,6,60
9,57,Yes,5,4,58
1,68,No,4,3,42
3,76,No,7,0,56
3,53,Yes,6,8,33
3,88,No,9,0,73
5,52,No,4,9,36
6,51,Yes,7,0,37
7,45,No,8,4,35
3,60,No,6,8,39
3,71,Yes,9,8,52
2,46,No,7,1,24
2,92,Yes,6,1,68
6,57,Yes,6,7,47
1,94,Yes,9,9,74
1,77,No,7,5,50
4,45,No,9,1,25
2,85,Yes,8,4,66
2,84,No,5,6,59
8,92,No,7,2,83
4,65,No,4,4,48
8,90,Yes,6,8,88
1,97,Yes,5,8,71
1,76,Yes,4,2,49
9,86,Yes,9,0,87
5,54,Yes,6,2,39
5,54,Yes,8,8,43
6,47,Yes,8,4,39
3,67,Yes,7,4,49
4,53,No,6,9,34
2,60,No,6,5,36
5,98,No,6,1,82
8,56,No,5,4,52
2,92,No,6,6,70
3,86,Yes,9,0,66
1,85,No,9,6,67
7,88,Yes,6,0,77
3,46,No,7,4,26
3,59,Yes,6,7,39
3,92,Yes,8,3,73
2,73,No,7,0,51
2,75,No,4,6,49
9,66,No,6,0,60
2,41,Yes,4,6,13
7,90,Yes,6,1,80
8,48,Yes,4,0,44
6,46,Yes,8,0,39
7,84,No,4,3,75
7,91,No,6,6,81
6,76,No,6,4,67
6,43,Yes,6,8,30
1,93,Yes,8,0,68
8,67,No,9,9,63
8,97,Yes,5,1,91
5,97,No,7,5,83
5,66,No,5,6,51
8,88,Yes,5,9,84
7,66,No,9,5,58
8,53,No,5,1,49
3,78,No,8,2,61
1,74,Yes,8,4,48
6,92,No,7,9,82
6,92,Yes,4,0,83
9,78,Yes,7,7,76
3,49,No,7,4,30
2,43,No,5,1,18
5,42,No,6,2,26
5,71,No,9,6,59
7,84,No,6,9,76
9,54,No,7,9,55
2,98,No,8,0,76
9,56,Yes,7,8,53
1,76,No,9,7,53
5,61,No,8,1,49
6,58,Yes,8,7,44
1,55,Yes,4,0,25
9,78,No,7,1,71
6,87,Yes,6,4,74
8,53,Yes,6,3,46
8,83,Yes,6,4,75
7,45,Yes,7,0,34
3,46,Yes,7,8,28
5,80,No,9,3,65
6,82,No,6,7,69
2,90,No,9,0,70
6,40,Yes,8,0,29
2,90,Yes,4,9,69
4,90,Yes,8,9,72
5,75,Yes,6,7,60
1,99,Yes,9,5,74
5,99,No,9,0,87
7,44,No,7,1,37
5,87,Yes,9,2,77
5,59,Yes,8,9,48
4,45,No,8,5,32
3,54,No,7,4,36
7,43,No,5,2,34
6,72,Yes,4,2,61
1,96,No,8,2,69
6,67,No,8,0,55
9,89,Yes,9,9,89
6,53,Yes,4,4,40
5,90,No,9,9,78
6,65,Yes,5,1,51
9,70,No,8,4,67
1,87,Yes,8,2,61
4,94,Yes,4,7,76
1,80,No,9,0,56
1,58,No,4,0,32
6,70,Yes,7,7,61
4,95,Yes,5,6,77
9,69,No,9,7,66
5,57,Yes,9,4,42
1,63,Yes,8,3,37
5,79,Yes,4,4,64
2,93,Yes,5,6,71
3,80,Yes,9,1,62
8,88,Yes,4,5,82
6,55,No,4,6,43
6,55,No,8,6,44
1,50,Yes,6,8,23
4,41,No,8,1,22
2,52,Yes,4,5,28
4,62,No,9,6,46
6,56,No,7,8,44
5,83,No,7,6,67
1,79,No,9,6,53
6,68,No,5,7,60
6,96,No,6,6,85
4,44,Yes,8,7,26
9,76,Yes,5,2,74
9,64,No,6,1,57
5,69,No,9,2,55
4,88,Yes,5,0,71
9,91,Yes,8,8,92
1,86,No,4,9,55
2,91,Yes,4,1,67
3,67,No,5,6,47
1,51,No,8,9,28
9,63,Yes,4,9,58
6,77,No,6,4,66
9,56,Yes,9,8,56
2,92,No,9,9,72
1,62,No,9,9,36
8,87,Yes,4,9,79
1,62,No,4,4,36
6,71,No,7,9,60
6,74,Yes,8,3,61
7,49,Yes,6,5,40
3,52,Yes,5,7,33
8,79,No,6,5,75
1,42,No,7,1,14
6,70,Yes,7,3,55
5,85,No,4,5,73
7,97,No,9,9,94
1,71,No,9,8,44
1,57,No,5,9,32
5,63,No,6,5,48
2,94,No,9,5,74
1,46,No,6,6,20
6,76,Yes,4,6,63
1,75,No,5,3,44
3,79,Yes,4,3,57
1,47,No,9,2,24
9,58,Yes,9,0,54
8,90,Yes,4,1,84
9,69,No,8,2,66
5,54,Yes,8,6,43
4,46,Yes,8,2,27
7,42,No,8,3,33
9,42,No,5,4,38
1,40,Yes,8,8,15
1,49,Yes,4,4,20
5,67,No,4,5,50
4,84,Yes,9,2,67
6,61,Yes,5,9,49
9,78,No,8,9,75
8,90,Yes,5,8,80
7,84,No,7,0,74
9,77,Yes,4,8,74
7,87,Yes,7,0,78
5,55,No,7,7,41
9,85,Yes,9,6,87
6,43,Yes,7,3,32
4,48,Yes,4,8,30
7,87,Yes,7,8,77
9,64,No,9,7,59
7,72,No,4,3,64
4,64,Yes,8,1,47
2,53,No,9,8,32
8,90,Yes,5,3,81
1,62,Yes,5,0,36
8,91,No,8,4,84
9,50,Yes,9,9,51
8,68,No,5,1,62
7,91,Yes,8,6,88
8,73,Yes,8,4,67
5,66,No,6,4,53
7,87,No,9,2,80
4,69,No,9,4,57
9,47,Yes,9,6,47
1,95,No,8,8,71
8,56,No,4,5,47
8,80,Yes,4,5,71
9,54,Yes,9,0,52
4,48,No,7,7,32
7,46,No,9,6,43
7,50,No,7,4,39
4,44,No,4,8,27
2,79,Yes,4,5,56
6,61,Yes,7,0,52
8,46,No,9,6,44
4,85,No,7,9,74
4,44,Yes,6,7,28
4,53,Yes,5,6,41
6,40,Yes,8,1,27
3,42,No,8,9,26
8,77,Yes,4,3,72
5,59,No,5,9,45
8,42,Yes,6,8,36
4,99,Yes,6,0,84
5,97,No,4,2,84
8,82,No,5,8,75
7,67,Yes,7,8,59
9,68,No,6,0,63
3,81,Yes,5,7,62
4,72,Yes,8,7,59
3,68,No,5,7,48
9,65,No,9,8,64
5,72,Yes,8,1,58
2,59,Yes,5,9,40
8,46,No,9,5,41
1,73,No,5,6,44
5,47,No,9,4,36
1,61,Yes,4,1,32
9,54,Yes,4,7,53
8,44,No,5,4,35
3,62,Yes,9,0,43
8,45,No,4,6,39
9,43,No,7,7,38
4,71,Yes,4,9,51
2,80,No,9,5,55
8,92,No,6,0,90
4,42,No,4,9,24
6,98,No,5,1,84
6,93,Yes,9,6,86
2,76,Yes,4,1,53
1,67,Yes,4,7,38
2,60,No,4,3,37
9,57,No,9,6,55
2,59,Yes,4,0,30
3,75,No,7,4,53
2,72,No,4,2,49
6,52,Yes,8,4,44
7,88,No,8,9,82
6,58,Yes,8,8,49
2,76,Yes,5,6,56
1,72,No,5,9,45
5,90,No,5,1,76
7,97,Yes,7,2,88
9,78,No,9,1,76
8,51,Yes,4,0,43
9,74,Yes,6,8,69
3,77,No,4,8,58
1,86,Yes,8,0,61
2,63,Yes,5,8,36
9,93,Yes,9,4,93
7,59,No,9,1,51
7,56,No,8,4,51
2,45,No,4,4,18
2,85,Yes,9,5,64
6,62,Yes,5,0,46
5,47,No,4,7,33
6,79,No,6,9,65
7,69,No,7,1,58
8,42,Yes,6,7,37
2,46,No,9,1,22
5,98,No,4,0,78
8,49,No,9,7,46
1,92,No,8,0,67
8,95,No,5,2,90
7,61,No,7,4,51
5,58,Yes,4,5,43
4,98,Yes,7,9,83
5,98,Yes,5,8,83
8,59,No,9,0,50
8,91,No,4,3,85
3,51,No,5,4,31
2,96,No,5,5,75
1,66,No,8,7,39
8,47,No,7,1,36
7,99,No,5,4,90
5,56,Yes,9,6,46
3,81,Yes,8,9,63
6,90,Yes,5,2,78
4,40,Yes,4,2,20
4,63,Yes,5,9,47
1,50,No,7,0,24
7,57,Yes,7,8,48
2,59,Yes,5,1,35
6,91,Yes,5,3,78
3,55,No,7,1,32
4,82,Yes,8,9,68
3,52,Yes,4,9,30
6,58,Yes,9,9,50
9,85,Yes,5,0,82
3,63,No,8,8,42
7,74,Yes,5,7,66
7,93,Yes,6,4,86
3,45,No,9,9,30
5,83,Yes,8,9,71
1,77,No,6,4,54
7,54,No,6,7,44
9,56,No,4,1,54
8,58,Yes,4,3,53
9,78,No,9,3,74
6,99,Yes,7,4,90
5,63,No,5,6,49
9,74,Yes,8,2,68
7,92,No,5,8,84
4,44,No,8,9,27
5,41,No,5,7,25
1,86,No,9,9,64
5,58,No,8,2,44
6,98,No,7,7,89
2,53,No,4,7,29
1,42,No,8,9,21
7,86,No,6,0,77
7,40,No,6,0,31
1,51,No,7,7,26
7,60,Yes,7,6,53
9,41,Yes,5,7,38
5,92,Yes,6,5,78
5,91,No,6,3,73
5,69,No,7,6,57
1,53,No,8,0,24
7,57,Yes,6,6,50
8,93,Yes,6,2,84
5,58,No,8,8,47
5,90,No,8,0,77
9,42,Yes,8,9,41
7,98,No,8,2,86
1,90,Yes,8,5,65
1,57,No,4,6,27
8,67,No,4,0,55
5,91,Yes,5,5,76
6,60,Yes,5,2,47
4,56,No,6,6,37
3,48,No,9,8,35
6,97,Yes,5,9,86
1,50,Yes,9,7,26
7,76,Yes,7,7,67
1,45,No,9,6,22
4,65,No,9,7,49
1,62,Yes,4,2,37
5,79,Yes,7,3,68
8,62,No,9,9,57
3,87,No,9,5,70
7,78,No,4,6,68
8,97,No,5,1,87
1,81,Yes,5,6,57
4,60,No,7,3,43
9,87,Yes,8,5,87
2,92,No,7,7,70
3,63,No,4,6,42
2,70,No,9,5,49
7,91,No,9,9,83
6,43,No,5,5,39
9,90,No,5,9,87
9,57,No,8,3,52
3,58,No,8,1,42
2,63,No,4,3,37
2,70,Yes,9,5,48
2,46,Yes,4,6,20
2,65,No,4,1,42
5,63,Yes,9,8,50
9,63,No,7,9,60
7,68,No,6,9,61
1,66,Yes,6,1,39
6,44,Yes,4,0,29
6,42,No,6,0,29
3,67,No,4,8,49
9,95,No,5,1,91
6,93,No,6,4,81
2,41,Yes,8,3,15
9,82,No,8,7,77
7,82,Yes,8,8,74
4,88,No,4,8,70
1,41,No,6,5,18
2,94,Yes,5,0,64
1,80,Yes,7,0,59
8,93,No,4,9,87
6,57,No,8,4,41
7,40,Yes,6,4,30
7,70,No,7,9,60
1,77,No,4,4,48
3,52,Yes,6,9,31
5,77,No,5,6,65
8,42,Yes,8,0,34
6,73,Yes,8,2,63
2,87,Yes,4,6,59
4,93,No,4,4,78
6,48,No,7,8,36
5,64,No,7,3,50
5,57,Yes,5,2,41
9,99,Yes,8,8,100
5,60,No,8,8,46
3,66,Yes,5,7,45
6,85,Yes,4,0,70
6,59,Yes,6,0,49
6,49,Yes,4,0,38
4,62,Yes,4,6,43
6,82,No,6,0,72
2,91,Yes,4,7,68
7,71,No,9,3,63
6,81,No,7,3,70
7,87,Yes,8,2,79
1,77,Yes,4,1,48
6,52,Yes,7,5,45
3,48,No,5,1,28
2,66,Yes,7,3,42
2,83,Yes,6,2,58
1,89,Yes,9,9,65
6,58,Yes,9,0,49
8,94,Yes,7,8,89
4,81,No,6,4,61
7,47,No,8,0,41
9,64,Yes,4,8,57
3,64,Yes,4,7,43
2,60,Yes,9,4,41
3,70,Yes,8,8,50
6,79,Yes,4,2,68
2,95,No,9,4,77
3,88,No,9,8,73
3,68,No,7,2,51
7,44,Yes,4,7,33
5,99,No,7,5,89
1,46,No,8,7,20
1,57,No,7,2,33
2,59,No,8,3,34
5,86,Yes,8,2,71
7,95,No,8,3,89
7,63,No,6,5,55
2,94,No,8,0,70
2,83,Yes,9,2,61
4,55,No,4,4,36
5,46,Yes,7,8,36
3,95,Yes,5,4,73
1,80,No,4,8,57
8,90,No,8,9,88
8,78,No,8,1,73
7,95,No,4,4,85
3,76,No,5,7,55
4,90,No,6,3,75
6,43,Yes,7,4,29
7,51,Yes,4,4,40
7,41,No,6,5,31
4,84,No,9,1,67
1,72,No,7,0,47
5,74,No,6,0,58
8,58,Yes,7,4,56
1,50,No,7,4,24
7,71,Yes,6,1,62
1,91,No,8,1,65
2,94,Yes,8,9,75
1,83,Yes,4,6,55
8,81,No,7,2,72
6,93,Yes,5,9,82
7,91,No,4,3,82
3,55,No,9,0,33
1,78,No,9,9,54
1,49,Yes,8,5,25
9,56,Yes,8,2,56
8,49,Yes,9,5,47
8,44,No,8,9,41
3,72,Yes,9,4,55
1,87,No,9,1,65
9,78,Yes,6,5,76
4,72,Yes,9,2,55
2,45,No,9,2,20
9,43,Yes,8,3,43
6,70,No,8,5,61
4,90,No,5,9,71
3,70,Yes,4,2,50
2,58,Yes,6,1,37
1,50,No,8,6,22
7,80,Yes,9,5,72
4,62,Yes,8,7,45
8,67,No,9,4,62
1,96,Yes,4,2,69
5,75,No,8,7,59
4,75,No,5,0,56
3,97,Yes,4,2,77
5,65,No,5,4,50
8,56,No,9,5,52
6,97,Yes,7,8,87
4,43,No,5,1,22
5,77,Yes,4,5,61
5,81,No,8,0,68
1,96,Yes,7,9,71
7,47,No,6,1,39
1,65,No,4,5,40
9,47,Yes,9,1,47
9,46,No,9,9,43
6,45,Yes,6,2,34
3,63,No,8,6,44
8,61,No,9,1,56
5,55,No,7,9,38
7,51,Yes,8,5,41
7,86,Yes,5,4,74
8,59,Yes,6,7,52
2,85,Yes,5,7,64
9,82,Yes,5,5,81
6,71,No,5,0,58
6,67,Yes,5,0,56
6,43,Yes,9,3,30
9,67,No,4,6,63
4,63,No,9,9,50
6,77,Yes,9,3,70
8,54,Yes,9,6,50
3,52,No,7,4,34
7,59,Yes,6,6,54
2,45,Yes,6,0,19
6,41,Yes,4,7,27
1,47,No,8,5,20
9,95,Yes,7,2,93
3,81,Yes,9,3,59
8,59,No,8,7,55
8,57,No,7,1,45
7,89,No,9,4,85
9,79,Yes,6,8,77
3,66,Yes,6,7,48
5,53,Yes,6,4,40
2,55,No,9,4,34
9,57,Yes,5,7,55
2,53,No,4,2,29
8,95,No,7,8,89
9,99,Yes,8,6,98
8,75,Yes,8,2,69
9,99,No,8,7,95
3,51,No,5,7,30
3,65,Yes,6,3,41
7,93,Yes,5,4,88
7,74,No,9,6,71
3,61,Yes,8,6,42
1,90,No,5,0,60
2,63,Yes,5,3,39
4,43,No,8,2,22
6,91,Yes,7,3,80
9,78,No,4,3,76
4,91,No,6,0,74
2,47,Yes,6,3,30
8,93,Yes,9,6,90
2,67,No,8,4,50
7,91,No,5,1,82
2,91,No,9,2,70
8,47,No,6,2,42
8,69,Yes,4,4,61
3,98,No,9,6,81
3,61,No,6,7,43
9,79,No,7,4,81
3,91,No,6,2,71
3,77,No,5,4,57
9,76,No,5,9,71
1,60,Yes,5,3,33
7,61,Yes,4,7,56
3,46,No,4,1,26
5,93,No,4,9,78
6,79,Yes,7,9,70
1,61,Yes,7,7,37
4,64,Yes,9,4,45
7,56,Yes,9,7,50
8,94,Yes,5,7,90
2,88,Yes,6,9,65
9,57,No,8,9,55
7,92,No,6,4,83
8,93,No,4,6,82
1,70,No,9,6,45
8,79,Yes,6,0,69
6,93,No,7,2,80
6,72,Yes,4,9,61
9,89,No,7,6,89
1,95,No,8,3,71
7,85,Yes,5,3,73
9,60,No,4,6,54
1,62,No,6,0,32
1,87,No,8,5,58
7,50,Yes,7,4,45
3,65,No,8,0,43
9,44,No,9,9,44
1,56,Yes,6,4,26
6,89,No,4,0,74
1,42,Yes,8,4,17
2,61,Yes,5,3,38
3,70,Yes,4,2,52
1,87,No,8,2,57
3,90,No,6,7,73
3,98,Yes,9,1,84
4,96,No,6,1,77
8,79,No,6,2,73
5,83,Yes,4,4,69
7,72,Yes,7,3,63
1,77,Yes,6,9,51
7,44,No,6,6,35
8,49,No,9,0,37
1,94,Yes,8,6,70
2,51,No,6,1,26
4,42,Yes,9,4,27
9,87,Yes,8,9,89
1,53,Yes,9,5,24
1,50,Yes,4,1,23
6,95,No,5,9,85
1,89,No,9,7,63
3,70,No,4,1,48
7,94,Yes,9,0,90
8,54,Yes,5,4,47
6,73,No,9,9,63
4,85,Yes,5,9,70
8,73,Yes,7,4,65
2,63,Yes,6,7,44
1,93,No,6,7,65
3,77,No,6,0,59
3,53,No,6,5,31
8,81,No,5,2,76
8,87,Yes,9,1,83
1,41,Yes,8,0,13
4,72,Yes,5,5,53
3,47,No,9,2,28
2,73,Yes,4,8,47
9,53,No,5,1,47
6,40,Yes,4,0,25
9,66,No,9,5,65
6,58,Yes,7,0,45
7,57,Yes,9,9,50
2,65,No,8,4,42
4,90,No,5,9,72
6,71,Yes,7,7,61
5,93,No,8,5,77
1,85,Yes,4,4,59
6,76,Yes,8,1,67
4,40,No,6,2,18
7,84,Yes,4,8,76
3,48,Yes,7,3,27
9,94,No,9,5,89
4,85,Yes,6,8,70
5,63,Yes,7,9,48
6,93,No,4,7,80
7,71,No,5,5,60
7,55,No,4,7,47
4,89,Yes,5,0,69
4,84,Yes,8,1,66
2,73,Yes,5,6,51
8,69,No,9,1,64
4,53,Yes,7,4,33
1,72,Yes,8,1,45
2,65,Yes,5,1,43
4,40,No,8,7,25
2,63,Yes,5,0,38
2,81,No,8,7,60
7,89,No,4,7,80
7,54,No,5,8,47
9,53,No,6,7,48
2,56,No,4,5,28
7,41,Yes,6,8,35
2,42,No,4,6,15
4,94,Yes,6,6,77
2,95,No,5,5,73
8,88,No,7,2,84
2,51,No,9,5,31
9,49,Yes,8,9,48
9,95,Yes,6,9,95
4,54,No,4,8,37
6,99,No,9,4,88
8,78,Yes,7,6,70
5,76,Yes,8,2,66
7,62,No,7,2,52
9,43,Yes,8,8,41
2,44,Yes,4,8,24
4,43,No,8,5,27
3,82,No,4,1,64
9,82,No,7,3,79
2,88,No,9,8,67
1,56,No,8,2,28
7,57,No,9,3,51
2,59,No,5,6,36
7,94,No,7,6,85
5,77,No,7,4,63
3,62,No,7,6,43
2,88,No,7,8,70
3,97,No,5,7,77
2,72,Yes,8,3,50
9,43,Yes,9,8,42
7,79,No,5,4,69
5,50,No,6,0,34
6,92,No,4,2,80
6,84,Yes,6,9,74
2,49,No,4,8,24
2,70,Yes,7,3,48
7,94,Yes,6,6,88
9,58,Yes,9,0,55
1,60,Yes,8,2,31
1,86,No,8,9,66
6,96,No,4,9,84
4,64,Yes,5,5,47
9,77,No,7,0,72
9,45,No,5,9,43
9,98,No,6,6,95
5,54,No,8,5,41
1,51,Yes,8,1,25
1,40,Yes,6,5,11
6,98,No,4,5,87
2,74,No,6,6,52
8,92,No,7,5,86
3,90,Yes,7,7,71
2,95,No,9,7,73
6,72,Yes,4,2,60
5,79,Yes,9,1,68
5,51,Yes,7,3,37
3,94,Yes,7,0,76
3,83,No,5,5,61
3,42,Yes,5,5,20
2,88,No,9,8,69
6,57,No,4,7,48
5,96,No,7,7,83
5,43,No,7,3,28
5,57,Yes,8,7,47
6,74,Yes,8,1,64
4,66,Yes,4,8,48
2,98,Yes,7,0,74
6,59,Yes,4,5,46
6,47,Yes,8,4,34
6,47,No,4,2,33
5,64,Yes,4,3,51
2,82,Yes,9,4,65
9,83,Yes,8,2,78
6,65,No,8,7,54
4,59,No,8,5,44
4,56,Yes,5,8,40
1,55,No,4,0,29
4,93,No,9,7,76
9,95,No,5,8,92
3,77,Yes,6,1,55
4,58,Yes,7,2,46
2,81,No,4,5,59
9,72,No,5,6,71
3,87,Yes,4,4,65
9,78,Yes,6,7,79
9,99,No,6,8,96
5,51,Yes,4,2,37
5,44,Yes,5,3,27
2,79,No,8,8,57
9,52,No,9,8,50
8,76,No,4,3,69
4,76,Yes,6,8,60
2,57,Yes,4,5,34
1,69,No,4,8,43
2,55,Yes,6,5,34
4,77,No,4,5,54
1,85,Yes,7,9,58
8,49,Yes,8,0,45
7,98,Yes,5,7,90
7,46,No,5,0,36
7,43,No,4,4,37
1,89,Yes,5,5,64
1,62,No,5,5,37
4,77,No,7,8,57
3,61,Yes,7,4,46
5,53,Yes,8,4,41
9,83,Yes,5,7,80
7,79,No,5,0,69
3,99,No,5,1,79
4,50,No,5,1,30
2,86,No,7,7,63
5,50,Yes,9,7,40
9,59,No,6,7,50
1,79,No,7,4,52
2,63,No,7,8,42
9,55,Yes,9,1,55
1,72,Yes,4,1,44
1,50,Yes,6,8,26
6,75,Yes,7,0,63
7,47,Yes,5,3,39
2,79,No,8,9,55
1,53,Yes,6,2,27
8,88,No,7,4,84
6,96,No,9,0,85
5,75,No,9,3,62
9,69,No,4,2,65
7,82,No,6,3,72
4,77,Yes,8,0,62
8,66,No,5,6,61
6,57,No,7,0,42
2,45,No,7,3,21
6,83,Yes,6,7,72
1,93,Yes,6,8,68
8,45,No,4,7,37
2,69,No,8,5,49
4,92,No,9,0,73
9,41,No,8,6,38
